                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.76073,                0.48425,                0.86036,                0.87352,                0.83274,                0.89327,                0.72416,                0.70905,                 13.362,                0.83804,                 0.0034,                 0.0034,                 0.0034
                     52,                0.76063,                0.48431,                0.85964,                0.87243,                0.83466,                0.89333,                0.72434,                  0.709,                 13.362,                0.83796,               0.003268,               0.003268,               0.003268
                     53,                0.75719,                 0.4796,                0.85936,                0.87123,                 0.8351,                0.89344,                0.72458,                 0.7088,                 13.369,                 0.8379,               0.003136,               0.003136,               0.003136
                     54,                0.75475,                0.47832,                 0.8594,                 0.8727,                0.83352,                0.89333,                0.72484,                0.70865,                 13.369,                0.83784,               0.003004,               0.003004,               0.003004
                     55,                0.75366,                0.47768,                0.85872,                0.87171,                0.83437,                0.89325,                0.72516,                0.70855,                 13.377,                0.83779,               0.002872,               0.002872,               0.002872
                     56,                0.75419,                0.47697,                0.85896,                0.87233,                0.83445,                0.89348,                0.72532,                0.70838,                 13.377,                0.83773,                0.00274,                0.00274,                0.00274
                     57,                0.75092,                0.47361,                0.85754,                 0.8723,                0.83478,                0.89363,                 0.7255,                0.70846,                 13.384,                0.83772,               0.002608,               0.002608,               0.002608
                     58,                  0.753,                0.47637,                0.85883,                0.87158,                0.83473,                0.89352,                0.72528,                0.70835,                   13.4,                 0.8377,               0.002476,               0.002476,               0.002476
                     59,                0.75071,                0.47394,                0.85808,                0.87312,                0.83353,                0.89341,                0.72542,                0.70825,                 13.392,                 0.8377,               0.002344,               0.002344,               0.002344
                     60,                0.74613,                0.47074,                0.85712,                0.87334,                0.83316,                0.89361,                0.72557,                0.70823,                   13.4,                0.83769,               0.002212,               0.002212,               0.002212
                     61,                0.74544,                0.46976,                0.85742,                0.87431,                0.83194,                0.89364,                0.72551,                0.70822,                   13.4,                0.83767,                0.00208,                0.00208,                0.00208
                     62,                 0.7433,                 0.4657,                0.85625,                0.87454,                 0.8319,                0.89388,                0.72563,                0.70805,                 13.392,                0.83761,               0.001948,               0.001948,               0.001948
                     63,                0.74067,                0.46567,                0.85617,                0.87465,                0.83202,                0.89387,                0.72597,                0.70792,                 13.392,                0.83752,               0.001816,               0.001816,               0.001816
